;order;product;seller;customer;city;state;category;price;shipping;payment;purchased;delivered;estimated_delivery;rating
776;51901;9;12;51901;unknown;rs;technology;142.0;13.08;credit card;2018-01-21 17:44:04;2018-01-30 16:35:01;2018-02-16;4.5
777;51966;9;22;51966;belo horizonte;mg;technology;50.4;7.94;credit card;2018-01-12 18:17:00;2018-01-19 16:39:49;1900-01-01;4.5
778;51968;12;3;51968;unknown;sp;health;518.18;89.55;0;1900-01-01 00:00:00;2018-08-14 18:28:32;1900-01-01;3.0
779;52003;14;3;52003;sao paulo;sp;fashion;42.89;22.47;other;2018-08-21 18:44:58;2018-08-27 14:18:26;1900-01-01;1.0
780;52041;0;12;52041;sao paulo;sp;sports;278.5;106.77;credit card;2017-11-20 16:14:24;2017-11-28 00:42:49;1900-01-01;4.5
781;52042;12;16;52042;unknown;mg;health;111.27;49.72;credit card;2017-08-01 23:07:21;2017-08-07 17:48:00;1900-01-01;2.5
782;52095;13;6;52095;unknown;rs;technology;399.2;47.55;other;2017-07-25 01:53:48;2017-08-07 22:03:57;2017-08-16;3.0
783;52112;1;21;52112;unknown;mg;fashion;55.83;64.41;credit card;2017-08-01 22:24:02;2017-08-10 01:13:36;2017-08-23;1.0
784;52132;1;5;52132;rio de janeiro;rj;technology;966.9;10.05;credit card;2018-04-17 15:07:46;2018-05-02 22:36:33;1900-01-01;5.0
785;52146;0;21;52146;valores em falta;valores em falta;toys;0;0;0;2017-10-05 18:46:15;2017-10-09 18:24:02;1900-01-01;2.0
786;52205;1;5;52205;sao paulo;sp;fashion;24.79;32.34;other;2017-10-17 22:38:28;2017-10-25 16:20:05;1900-01-01;1.0
787;52312;12;23;52312;unknown;mg;valores em falta;valores;0;credit card;2018-04-15 20:56:35;2018-04-18 21:56:28;1900-01-01;2.5
788;52348;13;7;52348;unknown;sp;technology;101.45;11.23;credit card;2017-02-03 17:29:41;2017-02-10 14:07:53;1900-01-01;3.5
789;52377;1;1;52377;unknown;rj;technology;66.0;20.9;0;2017-07-12 22:10:05;2017-07-24 19:27:37;1900-01-01;3.5
790;52425;1;3;52425;unknown;rj;toys;234.89;24.44;credit card;2017-07-30 21:18:52;2017-08-10 17:37:58;1900-01-01;4.0
791;52459;0;16;52459;sao paulo;sp;fashion;34.0;63.11;credit card;2018-08-13 14:33:18;2018-08-20 23:45:37;1900-01-01;1.5
792;52519;14;10;52519;unknown;sp;0;109.82;23.6;credit card;2017-10-10 19:40:11;2017-10-13 23:54:02;1900-01-01;1.0
793;52572;0;5;52572;unknown;sp;health;95.03;57.81;credit card;2017-03-30 21:09:23;2017-04-05 14:39:50;1900-01-01;1.0
794;52637;5;24;52637;sao paulo;sp;technology;128.99;27.77;credit card;2018-06-22 11:16:05;2018-07-03 21:38:50;1900-01-01;2.0
795;52769;16;9;52769;sao paulo;sp;sports;67.9;38.51;credit card;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;2.0
796;53013;14;5;53013;unknown;rj;fashion;28.82;38.39;credit card;2017-09-22 01:42:48;2017-10-05 21:42:37;1900-01-01;1.5
797;53111;15;3;53111;unknown;rs;sports;42.89;47.55;other;2018-01-08 17:10:03;1900-01-01 00:00:00;1900-01-01;1.0
798;53223;7;22;53223;unknown;sp;fashion;26.99;30.66;credit card;2017-11-24 09:37:11;2017-12-07 17:31:59;1900-01-01;1.5
799;53243;3;8;53243;sao paulo;sp;fashion;0.85;31.33;credit card;2018-07-01 09:24:46;2018-07-06 18:57:24;1900-01-01;1.0
800;53356;9;5;53356;sao paulo;sp;toys;399.2;47.55;credit card;2017-08-07 01:06:50;2017-08-24 19:53:32;1900-01-01;3.5
801;53358;8;11;53358;unknown;mg;technology;127.77;2.46;other;2017-03-08 22:49:56;2017-03-15 10:44:55;1900-01-01;3.0
802;53434;17;20;53434;unknown;sp;toys;42.89;30.66;credit card;2017-10-01 11:46:12;2017-10-14 13:45:47;2017-10-24;1.0
803;53537;5;17;53537;sao paulo;sp;technology;509.99;55.54;credit card;2017-03-28 23:49:15;2017-03-31 14:08:12;2017-04-17;4.5
804;53550;2;6;53550;0;mg;health;182.9;36.51;credit card;2018-02-02 12:15:45;2018-02-16 15:38:35;2018-03-07;4.5
805;53599;0;24;53599;unknown;mg;technology;509.99;47.55;credit card;2017-09-21 14:54:50;2017-10-02 12:37:06;1900-01-01;3.0
806;53659;4;23;53659;unknown;mg;sports;820.05;38.66;credit card;2017-07-30 20:32:10;2017-08-03 14:19:55;2017-08-22;3.5
807;53671;5;5;53671;contagem;mg;technology;111.27;19.67;other;2017-02-13 15:30:37;2017-02-23 10:47:47;2017-03-16;4.5
808;53746;3;3;53746;unknown;sp;fashion;40.8;26.04;0;2018-02-22 17:20:43;2018-03-01 01:08:25;1900-01-01;2.0
809;53826;0;22;53826;unknown;pr;health;343.0;60.74;credit card;2017-03-30 10:27:46;2017-04-14 11:33:04;1900-01-01;4.0
810;53941;9;21;53941;rio de janeiro;rj;fashion;35.79;47.55;0;2017-08-07 12:25:53;2017-09-18 20:37:44;2017-08-29;1.5
811;53949;11;14;53949;sao goncalo;rj;fashion;37.88;89.36;credit card;2018-06-14 23:31:47;2018-06-21 19:21:34;1900-01-01;1.0
812;53950;9;5;53950;sao paulo;sp;fashion;42.89;50.28;credit card;2018-04-06 13:16:51;2018-04-16 14:48:34;1900-01-01;1.5
813;53993;1;7;53993;sao paulo;sp;fashion;1094.04;57.41;credit card;2018-04-08 12:31:34;2018-04-14 20:10:06;2018-04-25;3.5
814;54020;6;8;54020;unknown;sp;fashion;116.11;67.11;credit card;2017-12-01 08:36:14;2017-12-11 11:19:38;1900-01-01;2.0
815;54025;2;1;54025;unknown;rj;technology;378.98;23.6;credit card;2018-03-05 09:29:59;2018-03-06 12:16:34;1900-01-01;4.5
816;54061;9;17;54061;sao paulo;sp;fashion;83.36;60.07;other;2018-07-26 13:19:41;2018-07-30 18:08:56;1900-01-01;1.0
817;54133;2;9;54133;sao paulo;sp;technology;629.9;24.64;credit card;2017-11-25 18:14:42;2017-12-08 17:15:25;1900-01-01;4.5
818;54240;10;15;54240;0;0;fashion;820.05;5.59;0;2018-02-13 21:12:13;2018-02-20 21:12:11;1900-01-01;1.5
819;54255;1;5;54255;unknown;sp;fashion;124.89;46.36;0;2018-07-15 11:31:23;2018-07-20 17:14:31;1900-01-01;1.0
820;54300;4;8;54300;sao paulo;sp;technology;236.52;19.86;credit card;2018-06-09 12:20:13;2018-06-20 17:17:40;2018-07-04;4.5
821;54354;9;9;54354;unknown;sp;toys;182.9;25.12;credit card;2018-04-12 16:49:57;2018-04-18 03:04:59;1900-01-01;4.5
822;54387;6;2;54387;sao paulo;sp;technology;266.55;50.83;credit card;1900-01-01 00:00:00;2017-12-03 13:24:11;2017-12-15;4.5
823;54406;14;0;54406;sao paulo;sp;fashion;15.27;56.56;credit card;2018-06-19 23:01:50;2018-06-21 17:26:26;1900-01-01;1.0
824;54428;17;9;54428;unknown;sp;toys;95.03;89.36;credit card;2017-12-06 10:17:50;2017-12-16 16:28:40;2017-12-22;1.5
825;54567;6;16;54567;sao paulo;sp;valores em falta;0;56.11;credit card;2018-01-16 17:56:59;2018-02-02 16:32:39;1900-01-01;3.5
826;54614;8;20;54614;porto alegre;rs;technology;2799.65;52.64;credit card;2018-05-25 09:54:34;2018-06-04 20:28:32;1900-01-01;5.0
827;54745;9;1;54745;unknown;sp;toys;37.69;36.8;credit card;2017-06-21 19:37:24;2017-06-23 12:03:25;1900-01-01;1.0
828;54830;16;17;54830;unknown;sp;sports;548.35;32.34;credit card;1900-01-01 00:00:00;2018-03-10 00:41:56;2018-03-07;3.5
829;54845;4;15;54845;unknown;mg;fashion;128.99;104.51;credit card;2017-03-13 14:20:10;2017-03-23 12:52:57;1900-01-01;1.0
830;54907;13;1;54907;sao paulo;sp;toys;181.56;30.66;credit card;2017-06-13 21:52:55;2017-06-23 09:31:24;1900-01-01;5.0
831;54983;2;3;54983;unknown;rs;technology;749.99;58.14;credit card;2017-06-27 22:45:09;2017-07-12 20:04:35;1900-01-01;4.5
832;54997;8;11;54997;unknown;sp;technology;438.99;17.14;0;2017-04-14 20:31:38;2017-05-08 11:42:55;2017-05-10;4.5
833;55086;8;21;55086;unknown;sp;technology;26.77;20.81;credit card;2018-08-01 12:37:55;2018-08-07 00:11:50;1900-01-01;2.5
834;55089;8;10;55089;unknown;rj;toys;95.03;56.65;credit card;2017-06-06 18:08:32;2017-06-19 10:09:45;2017-06-30;4.0
835;55109;0;21;55109;unknown;rs;technology;2130.0;16.59;credit card;2017-09-05 13:52:21;2017-09-18 18:59:39;2017-10-03;4.5
836;55148;4;7;55148;sao paulo;sp;technology;106.6;34.7;credit card;2018-04-08 13:04:47;2018-04-16 18:33:44;1900-01-01;3.0
837;55223;13;13;55223;unknown;sp;0;0;0;other;1900-01-01 00:00:00;1900-01-01 00:00:00;2018-03-09;1.0
838;55250;4;10;55250;unknown;rs;fashion;0.85;6.87;credit card;2018-05-02 10:54:52;2018-05-11 22:22:49;2018-05-30;1.5
839;55257;0;1;55257;guarulhos;sp;fashion;0.85;9.49;credit card;2018-06-18 09:37:42;2018-06-25 12:12:48;1900-01-01;1.0
840;55377;7;14;55377;unknown;sp;fashion;148.5;8.32;other;2017-07-04 10:45:09;2017-07-10 20:55:06;1900-01-01;1.0
841;55432;2;22;55432;canoas;rs;health;319.29;16.45;credit card;2018-06-23 16:00:55;2018-07-06 16:32:39;1900-01-01;5.0
842;55435;2;3;55435;maringa;pr;health;valores;0;credit card;2018-05-10 12:06:38;2018-05-18 22:51:56;2018-06-07;1.5
843;55592;5;22;55592;unknown;sp;technology;649.75;77.37;credit card;2017-08-12 17:53:24;2017-08-16 18:27:55;1900-01-01;3.5
844;55708;5;10;55708;sao bernardo do campo;sp;technology;383.5;2.94;credit card;2018-08-02 14:50:44;2018-08-16 13:56:29;1900-01-01;4.5
845;55749;10;0;55749;londrina;pr;fashion;100.0;31.16;credit card;2016-10-06 17:10:05;2016-10-17 19:29:03;1900-01-01;2.0
846;55908;4;5;55908;unknown;sp;fashion;45.9;123.95;credit card;2018-05-09 19:48:46;2018-05-16 23:46:47;1900-01-01;1.0
847;55998;1;3;55998;0;0;fashion;359.5;87.77;valores em falta;2018-04-03 07:08:31;1900-01-01 00:00:00;2018-04-16;1.0
848;56073;9;5;56073;nova iguacu;rj;technology;959.99;49.52;credit card;2018-07-28 13:13:21;1900-01-01 00:00:00;1900-01-01;5.0
849;56210;0;21;56210;rio de janeiro;rj;fashion;18.42;32.61;credit card;2018-06-18 17:31:22;2018-06-22 15:45:15;2018-07-26;1.0
850;56237;3;15;56237;sao paulo;sp;fashion;89.21;18.4;credit card;2018-03-13 13:31:24;2018-03-17 01:48:46;2018-03-23;4.5
851;56295;8;4;56295;sao paulo;sp;health;128.99;101.57;credit card;2018-08-23 15:48:24;2018-08-27 20:34:46;1900-01-01;1.0
852;56322;3;23;56322;sao bernardo do campo;sp;fashion;28.78;34.33;credit card;2018-03-22 13:44:54;2018-03-27 17:42:15;1900-01-01;1.0
853;56383;13;17;56383;unknown;sp;sports;367.0;5.59;credit card;2017-09-22 23:09:49;2017-09-28 18:27:44;2017-10-09;3.5
854;56386;12;4;56386;porto alegre;rs;sports;22.3;12.06;0;2018-08-07 16:35:35;2018-08-21 17:18:55;1900-01-01;4.5
855;56392;3;10;56392;unknown;mg;technology;820.05;6.15;credit card;2018-05-16 00:09:32;2018-06-05 01:37:25;1900-01-01;3.0
856;56406;9;13;56406;unknown;sp;fashion;18.04;20.33;credit card;2018-06-06 18:37:14;2018-07-02 21:22:23;1900-01-01;1.0
857;56445;9;4;56445;unknown;rj;sports;137.88;29.05;credit card;2017-11-23 21:15:06;2017-12-11 17:09:00;2017-12-22;4.5
858;56536;15;4;56536;unknown;sp;sports;308.5;66.83;credit card;2018-05-20 11:29:44;2018-06-01 17:05:00;1900-01-01;1.0
859;56548;11;20;56548;sao paulo;sp;fashion;42.89;47.55;other;2017-12-09 13:39:06;2017-12-27 18:33:50;1900-01-01;1.0
860;56552;16;0;56552;unknown;rj;sports;75.25;38.92;credit card;2017-07-28 22:38:06;2017-08-12 16:27:41;2017-08-21;3.0
861;56596;6;20;56596;belo horizonte;mg;fashion;18.04;75.76;other;2018-07-23 16:16:37;2018-07-31 21:12:26;1900-01-01;1.0
862;56617;7;14;56617;unknown;sp;fashion;95.03;37.68;credit card;2018-05-14 00:58:58;2018-05-18 15:11:39;1900-01-01;2.5
863;56668;11;16;56668;belo horizonte;mg;fashion;514.0;12.28;credit card;2017-05-17 09:30:27;2017-05-24 11:25:45;2017-06-08;5.0
864;56800;2;13;56800;rio de janeiro;rj;toys;420.07;39.75;credit card;2018-07-18 19:32:41;2018-07-23 13:42:06;1900-01-01;5.0
865;56850;0;10;56850;unknown;sp;health;777.0;23.17;credit card;1900-01-01 00:00:00;2018-02-04 19:06:50;2018-02-16;2.5
866;56937;12;10;56937;unknown;mg;toys;49.99;154.56;other;2017-10-16 17:42:49;2017-10-26 16:47:49;1900-01-01;1.0
867;57025;14;3;57025;guarulhos;sp;fashion;26.77;68.55;credit card;2018-04-21 17:06:23;2018-04-27 21:48:44;2018-05-11;1.0
868;57038;10;7;57038;campinas;sp;fashion;58.1;44.73;credit card;2018-04-25 23:17:16;2018-05-10 19:48:51;2018-05-18;1.5
869;57048;1;0;57048;guarulhos;sp;fashion;127.77;41.42;credit card;2018-05-13 23:59:36;2018-05-15 20:32:21;2018-06-01;2.5
870;57066;1;3;57066;contagem;mg;technology;359.5;67.99;credit card;2017-10-31 21:01:24;2017-11-14 22:28:42;2017-11-22;3.0
871;57122;3;3;57122;unknown;pr;technology;453.7;55.54;credit card;2017-03-14 08:47:46;2017-03-27 17:50:14;1900-01-01;3.0
872;57166;2;22;57166;unknown;rj;technology;257.6;31.33;credit card;2017-05-05 07:48:46;2017-05-16 06:50:09;2017-05-26;4.5
873;57216;16;7;57216;unknown;mg;sports;4099.99;41.41;credit card;2017-10-11 08:32:20;2017-10-20 20:52:12;1900-01-01;2.0
874;57388;3;7;57388;unknown;mg;fashion;10.18;41.54;credit card;2018-08-09 12:06:24;2018-08-16 15:16:51;2018-08-27;1.0
875;57421;0;3;57421;unknown;rj;technology;56.89;45.85;credit card;2017-10-05 18:56:26;2017-10-19 17:51:24;1900-01-01;3.5
876;57475;9;7;57475;sao paulo;sp;fashion;42.79;3.83;credit card;2018-05-24 01:14:59;2018-06-08 17:55:30;1900-01-01;4.5
877;57480;9;1;57480;rio de janeiro;rj;health;692.0;12.61;credit card;2016-10-06 09:59:13;2016-10-27 17:55:56;1900-01-01;5.0
878;57675;0;1;57675;0;0;technology;valores;14.41;credit card;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;3.5
879;57734;0;7;57734;sao paulo;sp;technology;1122.0;11.39;credit card;2018-03-19 16:48:56;1900-01-01 00:00:00;1900-01-01;3.5
880;57755;1;22;57755;unknown;pr;technology;107.63;19.96;credit card;2018-01-10 09:20:54;2018-01-19 17:54:46;2018-02-07;3.5
881;57865;6;16;57865;unknown;mg;technology;117.56;21.88;credit card;2017-10-09 22:08:45;2017-10-17 18:27:29;1900-01-01;3.0
882;57872;4;6;57872;unknown;rs;technology;538.9;71.22;credit card;2018-05-31 20:24:21;2018-06-06 22:22:07;2018-07-13;4.5
883;57891;12;1;57891;guarulhos;sp;health;849.5;71.02;credit card;2017-08-17 16:09:34;2017-08-28 19:36:36;1900-01-01;3.5
884;58209;1;10;58209;unknown;rs;toys;189.05;34.17;credit card;2018-02-09 11:43:40;2018-03-02 11:35:09;1900-01-01;4.5
885;58241;3;17;58241;unknown;sp;fashion;114.62;18.79;other;2018-05-08 11:14:12;2018-05-11 20:22:22;1900-01-01;1.0
886;58399;11;13;58399;unknown;rj;fashion;109.82;25.87;other;2018-03-20 17:31:43;2018-04-05 23:36:34;1900-01-01;2.0
887;58482;6;22;58482;sao bernardo do campo;sp;0;valores;12.58;credit card;1900-01-01 00:00:00;2017-07-26 13:17:27;1900-01-01;4.5
888;58506;5;13;58506;niteroi;rj;technology;155.4;92.85;credit card;2018-01-12 13:13:40;2018-01-31 18:23:01;1900-01-01;4.5
889;58532;5;18;58532;unknown;sp;toys;18.69;7.52;credit card;2018-04-09 18:20:39;2018-04-14 15:11:15;1900-01-01;2.0
890;58702;3;21;58702;curitiba;pr;fashion;128.99;69.21;other;2018-02-19 14:56:40;2018-03-21 17:34:52;2018-03-12;1.0
891;58759;2;20;58759;sao paulo;sp;technology;454.99;13.92;credit card;2018-02-23 13:21:11;2018-03-02 15:18:50;1900-01-01;4.0
892;58804;7;7;58804;unknown;rs;health;28.55;38.6;0;2017-12-25 19:38:33;2018-01-09 17:29:33;1900-01-01;1.5
893;58941;10;15;58941;unknown;sp;fashion;376.0;53.22;credit card;2018-08-15 21:45:02;2018-08-17 20:18:20;1900-01-01;2.5
894;59028;6;17;59028;santo andre;sp;fashion;22.97;30.66;credit card;2018-02-11 11:03:31;2018-02-18 16:29:11;1900-01-01;1.0
895;59065;3;20;59065;unknown;rj;toys;15.27;150.8;credit card;2018-03-31 21:09:19;2018-05-08 13:58:42;1900-01-01;1.0
896;59081;14;1;59081;0;0;fashion;142.14;54.51;0;2018-06-09 17:51:54;1900-01-01 00:00:00;1900-01-01;4.5
897;59169;6;16;59169;unknown;sp;technology;144.97;34.33;other;2018-04-16 07:25:38;2018-04-27 18:32:02;2018-05-03;1.0
898;59247;12;17;59247;sao paulo;sp;sports;197.7;50.05;other;2018-01-12 10:59:33;2018-01-24 00:12:33;1900-01-01;3.5
899;59276;9;16;59276;campinas;sp;fashion;161.0;38.63;credit card;2018-04-22 17:47:38;2018-04-26 15:42:10;1900-01-01;3.5
900;59335;0;10;59335;unknown;mg;fashion;36.5;70.82;credit card;2017-11-23 20:17:06;2017-12-11 22:15:25;2017-12-27;1.0
901;59724;9;8;59724;rio de janeiro;rj;sports;15.27;6.87;credit card;2018-05-10 10:13:46;2018-05-20 10:15:29;1900-01-01;5.0
902;59757;10;7;59757;sao paulo;sp;fashion;222.9;16.53;credit card;2017-09-05 22:29:57;2017-09-11 18:27:41;2017-09-18;4.0
903;59819;9;12;59819;juiz de fora;mg;fashion;28.96;0.0;other;2017-07-28 19:53:33;2017-08-11 19:47:48;2017-08-21;2.5
904;59885;9;3;59885;unknown;mg;fashion;692.0;19.96;credit card;2018-03-24 12:25:44;2018-04-19 18:44:55;1900-01-01;2.0
905;59887;0;8;59887;unknown;mg;fashion;79.43;60.61;credit card;2017-08-19 07:45:07;2017-08-31 19:46:55;2017-09-19;1.0
906;59897;0;4;59897;unknown;sp;technology;1079.99;13.5;credit card;1900-01-01 00:00:00;2017-09-13 18:55:04;2017-09-21;3.0
907;59965;17;13;59965;unknown;sp;toys;519.99;44.16;credit card;2017-11-08 20:44:32;2017-11-11 16:05:02;2017-11-22;3.0
908;60060;12;17;60060;sao paulo;sp;sports;820.0;33.74;other;1900-01-01 00:00:00;2018-08-23 18:56:23;1900-01-01;1.0
909;60166;8;8;60166;unknown;rj;health;239.8;69.82;credit card;2018-05-02 12:02:02;2018-05-10 18:10:52;2018-05-22;4.5
910;60279;1;7;60279;unknown;sp;sports;109.6;6.08;credit card;2017-11-19 11:35:49;2017-11-25 16:07:21;1900-01-01;3.5
911;60292;7;20;60292;sao paulo;sp;fashion;151.99;14.59;credit card;2018-03-17 13:04:49;2018-03-29 20:22:44;1900-01-01;3.0
912;60350;2;16;60350;unknown;sp;technology;517.65;36.72;credit card;2018-04-15 13:28:28;2018-04-25 22:52:49;1900-01-01;2.5
913;60352;2;5;60352;curitiba;pr;technology;124.89;33.24;other;2018-05-04 15:59:37;2018-05-14 23:18:34;1900-01-01;1.0
914;60355;0;5;60355;unknown;sp;technology;37.72;18.4;credit card;2018-08-06 11:27:18;2018-08-10 22:22:38;1900-01-01;1.5
915;60386;17;12;60386;unknown;sp;toys;95.03;14.25;credit card;2017-07-30 03:06:36;2017-08-04 19:04:49;1900-01-01;2.0
916;60620;1;10;60620;0;0;fashion;309.9;0;0;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;2.0
917;60731;8;10;60731;unknown;pr;technology;125.46;19.65;credit card;2018-08-13 21:12:35;2018-08-21 18:04:32;2018-08-31;3.0
918;60786;1;12;60786;unknown;sp;technology;389.89;5.24;credit card;2017-08-25 13:31:57;2017-09-01 18:22:34;1900-01-01;3.0
919;60812;16;10;60812;unknown;mg;sports;3.49;6.87;credit card;2018-06-05 20:18:58;2018-06-12 18:22:36;1900-01-01;1.0
920;61010;1;1;61010;unknown;sp;fashion;55.15;49.27;other;2018-02-16 14:11:09;2018-03-07 12:54:04;2018-03-15;1.0
921;61033;6;8;61033;juiz de fora;mg;technology;14.5;24.23;credit card;2018-08-10 18:47:53;2018-08-17 20:39:44;2018-09-10;1.0
922;61039;4;3;61039;sao paulo;sp;fashion;44.63;38.63;other;2018-05-21 00:43:57;2018-05-30 20:18:41;2018-05-30;1.5
923;61055;1;22;61055;guarulhos;sp;toys;261.0;133.85;credit card;2017-08-29 22:25:09;2017-09-11 19:53:39;1900-01-01;1.0
924;61074;12;8;61074;unknown;sp;toys;10.6;29.28;other;2017-11-30 16:57:01;2017-12-05 19:42:38;1900-01-01;1.5
925;61175;2;0;61175;unknown;sp;technology;37.84;50.74;credit card;2018-08-19 20:45:16;2018-08-23 18:15:53;1900-01-01;1.0
926;61263;13;5;61263;contagem;mg;toys;48.65;58.88;credit card;2017-08-27 19:13:23;2017-09-08 17:57:51;1900-01-01;1.5
927;61320;6;6;61320;unknown;sp;technology;37.13;13.51;credit card;2018-07-18 20:02:29;2018-07-25 12:40:43;1900-01-01;2.0
928;61453;6;3;61453;rio de janeiro;rj;fashion;0.85;0;credit card;2018-07-26 14:26:52;2018-08-01 23:18:51;2018-08-23;1.0
929;61463;11;7;61463;0;pr;fashion;136.9;78.84;other;2017-03-17 11:29:14;2017-03-28 14:17:07;1900-01-01;1.0
930;61467;4;5;61467;sao paulo;sp;fashion;125.46;23.88;credit card;2018-03-02 20:34:57;2018-03-16 15:26:50;1900-01-01;3.0
931;61537;4;20;61537;unknown;rs;technology;820.05;70.34;credit card;2017-02-10 23:23:35;2017-02-24 17:09:47;1900-01-01;4.5
932;61616;1;13;61616;unknown;mg;technology;399.2;22.18;credit card;2018-05-30 18:42:21;2018-06-07 20:41:43;2018-07-05;2.0
933;61663;0;24;61663;sao paulo;sp;health;34.36;2.75;credit card;2018-07-28 10:11:59;2018-08-03 21:08:35;2018-08-17;3.5
934;61672;1;9;61672;santo andre;sp;sports;299.99;5.93;credit card;2017-12-02 23:23:26;2017-12-07 22:18:23;1900-01-01;3.0
935;61739;10;13;61739;unknown;sp;fashion;509.5;34.45;credit card;2018-07-04 12:08:27;2018-07-09 14:04:07;1900-01-01;3.0
936;61748;9;8;61748;sao paulo;sp;fashion;56.89;18.4;credit card;2018-05-18 18:00:59;2018-05-23 20:38:24;1900-01-01;2.5
937;61946;4;3;61946;unknown;rj;technology;168.9;47.55;credit card;2017-09-22 13:43:56;2017-10-04 23:37:52;2017-10-23;3.5
938;61985;2;10;61985;unknown;sp;sports;56.89;21.19;credit card;2018-01-09 20:59:52;2018-01-18 23:33:50;1900-01-01;1.0
939;62032;10;22;62032;unknown;sp;fashion;620.1;82.09;other;2017-11-22 21:12:44;2017-12-18 15:19:08;2017-12-11;1.0
940;62112;9;5;62112;unknown;sp;sports;146.65;61.58;credit card;2018-04-30 17:22:01;2018-05-08 14:59:30;1900-01-01;2.0
941;62254;2;21;62254;campinas;sp;toys;389.89;6.08;0;2017-11-24 20:33:02;2017-11-29 16:57:32;1900-01-01;4.5
942;62328;8;7;62328;sao paulo;sp;technology;111.27;12.28;credit card;2018-06-03 21:51:47;2018-06-08 16:48:30;1900-01-01;4.0
943;62414;14;23;62414;curitiba;pr;fashion;1299.99;34.29;credit card;1900-01-01 00:00:00;2018-04-16 13:26:37;1900-01-01;4.5
944;62504;6;11;62504;unknown;sp;health;145.99;11.33;credit card;2018-05-15 11:09:53;2018-05-22 21:04:07;2018-06-08;2.5
945;62509;8;5;62509;uberlandia;mg;health;517.65;54.36;credit card;2018-01-19 23:43:48;2018-01-25 18:04:21;1900-01-01;4.5
946;62543;12;9;62543;unknown;sp;toys;125.46;22.18;credit card;2017-07-10 17:55:20;2017-07-17 22:04:24;1900-01-01;2.5
947;62618;4;10;62618;rio de janeiro;rj;technology;valores;0;other;1900-01-01 00:00:00;1900-01-01 00:00:00;2017-09-26;2.0
948;62768;3;14;62768;sao paulo;sp;fashion;53.7;53.22;other;2017-03-20 10:44:52;2017-03-27 15:13:15;1900-01-01;1.0
949;62881;13;10;62881;unknown;sp;sports;266.55;61.32;other;2017-10-16 18:08:18;2017-10-24 20:09:53;2017-10-26;1.0
950;62892;4;10;62892;niteroi;rj;sports;692.0;46.76;credit card;2017-08-28 17:09:05;2017-09-05 18:23:22;1900-01-01;5.0
951;62937;0;5;62937;unknown;rs;fashion;188.8;143.67;credit card;2018-01-02 15:48:12;2018-01-08 23:07:36;1900-01-01;2.5
952;63030;2;24;63030;sao paulo;sp;health;215.42;13.92;credit card;2018-02-17 16:41:06;2018-02-27 18:22:43;1900-01-01;3.0
953;63145;12;11;63145;sao paulo;sp;health;95.03;60.35;credit card;2017-09-10 10:49:33;2017-09-14 22:05:33;1900-01-01;1.0
954;63173;3;22;63173;unknown;rj;technology;110.65;47.55;credit card;2017-07-27 11:30:22;2017-08-07 17:02:44;1900-01-01;4.5
955;63408;7;14;63408;belo horizonte;mg;fashion;194.0;14.55;other;2018-08-22 09:42:22;2018-08-24 20:11:09;2018-08-27;2.0
956;63422;12;8;63422;unknown;rj;health;692.0;82.01;credit card;2017-07-10 23:13:44;2017-07-26 13:12:53;2017-08-03;4.0
957;63525;1;0;63525;rio de janeiro;rj;technology;188.8;44.4;credit card;2017-07-07 18:36:58;2017-07-15 13:07:51;1900-01-01;5.0
