order,product,seller,customer,city,state,category,price,shipping,payment,purchased,delivered,estimated_delivery,rating
187,2,8,187,unknown,SP,health,299.99,72.16,credit card,2017-08-22 15:34:21,2017-09-21 21:00:26,2017-09-25 12:00:00,1.0
188,4,1,188,unknown,RJ,fashion,45.83,47.55,other,2018-02-14 13:16:13,2018-02-22 15:37:52,2018-03-12 12:00:00,1.0
189,4,1,189,sao paulo,SP,sports,849.5,27.62,other,2017-05-19 04:16:19,2017-05-31 18:14:10,2017-06-12 12:00:00,3.5
190,2,9,190,unknown,MG,sports,215.5,20.26,credit card,2018-04-04 14:19:07,2018-04-23 21:29:29,2018-05-02 12:00:00,2.0
191,6,1,191,unknown,SP,technology,509.99,17.44,credit card,2017-09-07 10:36:54,2017-09-20 17:36:17,2017-09-29 12:00:00,3.5
192,4,7,192,sao paulo,SP,sports,404.88,27.45,credit card,2018-08-03 19:33:35,2018-08-07 11:32:11,2018-08-08 12:00:00,5.0
193,11,10,193,sao paulo,SP,fashion,2139.99,3.49,credit card,2017-09-12 16:10:13,2017-09-27 19:22:14,2017-09-29 12:00:00,3.0
194,4,20,194,rio de janeiro,RJ,health,319.29,15.14,credit card,2018-05-17 09:59:25,2018-06-09 17:22:21,2018-06-18 12:00:00,5.0
195,7,14,195,unknown,SP,fashion,8.43,54.17,credit card,2017-05-06 21:49:07,2017-05-11 13:37:55,2017-05-29 12:00:00,1.5
196,13,21,196,unknown,SP,sports,264.29,25.29,credit card,2018-03-20 16:24:22,2018-03-23 22:33:45,2018-04-16 12:00:00,2.0
197,13,5,197,sao paulo,SP,technology,454.0,237.84,other,2018-01-13 14:50:01,2018-01-22 19:45:04,2018-02-15 12:00:00,1.0
198,2,10,198,sao paulo,SP,toys,849.5,14.72,credit card,2017-12-13 10:59:10,2017-12-22 15:09:54,2018-01-08 12:00:00,4.0
199,3,8,199,unknown,RJ,technology,75.5,26.88,credit card,2018-01-09 16:43:47,2018-02-09 17:29:45,2018-02-15 12:00:00,4.5
200,8,12,200,unknown,SP,technology,148.5,15.64,credit card,2017-07-05 22:57:34,2017-07-08 14:41:04,2017-07-18 12:00:00,3.0
201,14,5,201,sao paulo,SP,fashion,22.3,36.96,credit card,2017-11-24 12:48:11,2017-12-02 13:22:32,2017-12-14 12:00:00,1.0
202,12,2,202,unknown,PR,sports,509.99,6.15,other,2018-05-29 00:08:35,2018-06-12 16:38:47,2018-07-12 12:00:00,2.5
203,0,20,203,rio de janeiro,RJ,sports,42.89,15.67,other,2018-03-26 14:22:35,2018-04-05 01:57:31,2018-04-27 12:00:00,5.0
204,2,18,204,porto alegre,RS,toys,41.58,38.7,other,2017-10-24 10:00:40,2017-11-11 11:28:57,2017-11-27 12:00:00,4.5
205,17,19,205,belo horizonte,MG,toys,599.39,20.9,credit card,2018-01-16 22:32:22,2018-01-24 14:12:46,2018-02-07 12:00:00,4.0
206,9,0,206,sao paulo,SP,fashion,28.6,23.07,credit card,2018-05-05 14:00:57,2018-05-11 21:16:40,2018-06-06 12:00:00,1.0
207,10,6,207,unknown,SP,fashion,623.0,30.66,credit card,2017-11-20 10:59:51,2017-12-11 21:39:03,2017-12-07 12:00:00,1.0
208,9,10,208,contagem,MG,technology,72.4,26.14,credit card,2017-02-24 17:07:05,2017-03-13 14:45:15,2017-03-24 12:00:00,3.0
209,4,15,209,porto alegre,RS,fashion,12.35,13.58,credit card,2018-07-12 19:55:55,2018-07-16 15:32:20,2018-08-02 12:00:00,1.0
210,7,3,210,sao paulo,SP,fashion,692.0,34.79,credit card,2016-10-06 16:13:30,2016-10-13 16:51:46,2016-11-28 12:00:00,4.5
211,6,13,211,unknown,SP,technology,45.83,33.9,credit card,2018-01-03 10:11:19,2018-01-05 22:34:24,2018-01-29 12:00:00,1.0
212,0,24,212,rio de janeiro,RJ,health,72.48,26.02,other,2017-08-21 15:22:48,2017-09-04 20:15:53,2017-09-22 12:00:00,3.5
213,6,17,213,campinas,SP,technology,71.8,36.77,other,2017-12-19 18:48:27,2017-12-26 15:04:13,2018-01-08 12:00:00,1.0
214,8,7,214,rio de janeiro,RJ,toys,91.33,110.61,credit card,2017-07-18 14:01:04,2017-07-28 18:08:07,2017-08-09 12:00:00,1.5
215,9,14,215,sao paulo,SP,fashion,23.1,56.09,credit card,2017-12-02 00:25:01,2017-12-07 00:37:48,2017-12-20 12:00:00,1.5
216,9,3,216,sao paulo,SP,technology,153.4,26.26,credit card,2018-06-18 21:49:23,2018-06-22 14:51:49,2018-06-28 12:00:00,4.0
217,6,21,217,sao paulo,SP,technology,257.42,14.25,credit card,2018-02-17 22:30:05,2018-02-22 18:29:10,2018-03-12 12:00:00,4.5
218,13,4,218,curitiba,PR,health,777.0,23.17,other,2018-01-11 10:03:39,2018-01-22 19:51:44,2018-02-05 12:00:00,2.0
219,7,5,219,unknown,SP,fashion,339.0,33.03,credit card,2018-07-03 13:11:13,2018-07-10 17:47:39,2018-07-23 12:00:00,3.0
220,0,11,220,curitiba,PR,technology,362.45,55.41,credit card,2018-02-20 19:03:03,2018-02-23 18:17:43,2018-03-26 12:00:00,4.5
221,3,1,221,unknown,SP,fashion,78.73,5.14,credit card,2018-02-08 23:22:00,2018-02-23 21:23:29,2018-03-06 12:00:00,2.5
222,3,22,222,curitiba,PR,technology,48.65,43.34,credit card,2017-07-25 15:26:00,2017-08-02 19:59:24,2017-08-29 12:00:00,1.5
223,0,3,223,rio de janeiro,RJ,health,329.93,45.05,credit card,2018-03-18 17:12:55,2018-04-21 15:56:43,2018-04-26 12:00:00,5.0
224,17,5,224,sao paulo,SP,toys,35.35,5.22,other,2017-09-27 09:52:55,2017-10-09 21:43:32,2017-10-19 12:00:00,2.0
225,4,22,225,sao paulo,SP,fashion,36.2,16.39,credit card,2018-07-18 13:30:45,2018-07-31 18:58:33,2018-08-03 12:00:00,3.5
226,2,13,226,santo andre,SP,technology,213.0,42.05,credit card,2017-08-14 13:42:08,2017-08-18 13:28:54,2017-09-01 12:00:00,4.5
227,13,1,227,unknown,MG,sports,2799.65,14.54,credit card,2018-01-13 14:28:16,2018-01-26 11:25:12,2018-02-05 12:00:00,4.5
228,11,9,228,unknown,RS,fashion,87.99,25.87,credit card,2018-04-08 15:07:51,2018-04-13 18:10:42,2018-04-30 12:00:00,4.5
229,13,5,229,sao paulo,SP,health,107.63,26.02,credit card,2017-07-24 22:11:50,2017-07-31 16:59:58,2017-08-15 12:00:00,3.0
230,1,22,230,sao paulo,SP,technology,318.33,33.9,credit card,2018-05-02 10:15:02,2018-05-04 18:32:21,2018-05-15 12:00:00,4.5
231,1,21,231,unknown,RS,technology,79.05,31.53,other,2017-09-08 13:16:15,2017-09-25 14:04:18,2017-10-16 12:00:00,3.5
232,6,16,232,sao paulo,SP,technology,319.29,3.84,credit card,2018-07-29 19:16:09,2018-08-01 23:38:27,2018-08-06 12:00:00,3.0
233,9,9,233,sao paulo,SP,toys,56.89,50.83,credit card,2018-02-27 15:42:55,2018-03-05 22:57:53,2018-03-14 12:00:00,1.0
234,1,10,234,sao goncalo,RJ,technology,100.0,67.07,credit card,2018-06-10 19:09:32,2018-06-21 18:38:35,2018-07-03 12:00:00,4.5
235,3,5,235,unknown,PR,technology,204.99,51.33,credit card,2018-06-13 16:26:28,2018-06-26 21:44:26,2018-07-26 12:00:00,1.0
236,4,8,236,sao paulo,SP,technology,399.2,87.83,credit card,2017-04-04 15:33:10,2017-04-17 09:11:46,2017-04-25 12:00:00,4.0
237,1,5,237,unknown,PR,technology,887.0,41.73,credit card,2017-10-29 07:43:05,2017-11-13 19:07:03,2017-11-27 12:00:00,2.0
238,16,12,238,unknown,MG,sports,56.89,7.56,credit card,2017-08-09 23:05:57,2017-08-16 19:55:34,2017-08-31 12:00:00,2.0
239,1,5,239,contagem,MG,health,150.9,62.81,credit card,2018-06-29 11:02:18,2018-07-03 19:25:44,2018-07-23 12:00:00,2.0
240,6,22,240,sao paulo,SP,fashion,261.0,25.4,credit card,2018-05-17 18:32:53,2018-05-23 13:04:02,2018-06-04 12:00:00,4.0
241,0,5,241,rio de janeiro,RJ,sports,95.03,56.65,credit card,2017-11-19 01:23:23,2017-12-05 18:58:48,2017-12-08 12:00:00,4.5
242,1,7,242,unknown,RJ,health,339.0,72.87,credit card,2018-01-17 19:02:58,2018-02-19 23:54:40,2018-02-14 12:00:00,1.5
243,2,19,243,unknown,SP,toys,142.14,65.56,credit card,2018-08-10 19:29:13,2018-08-21 13:33:06,2018-09-03 12:00:00,2.5
244,8,12,244,unknown,SP,health,820.05,23.71,credit card,2018-06-26 19:44:42,2018-07-03 15:56:50,2018-07-26 12:00:00,3.0
245,6,5,245,unknown,SP,health,266.55,61.32,other,2017-10-16 18:08:18,2017-10-24 20:09:53,2017-10-26 12:00:00,1.0
246,6,24,246,curitiba,PR,health,45.9,9.84,credit card,2017-09-13 16:46:39,2017-10-03 19:09:35,2017-10-10 12:00:00,2.5
247,13,3,247,unknown,MG,sports,109.6,110.14,other,2017-03-01 14:50:29,2017-03-14 14:03:13,2017-03-22 12:00:00,1.0
248,2,21,248,unknown,SP,toys,261.0,36.07,credit card,2017-07-29 16:50:49,2017-08-02 19:24:01,2017-08-22 12:00:00,2.0
249,9,7,249,rio de janeiro,RJ,technology,820.0,12.28,credit card,2018-05-08 12:47:37,2018-05-15 19:42:20,2018-06-12 12:00:00,5.0
250,12,3,250,unknown,SP,sports,161.62,22.18,credit card,2018-06-15 13:08:55,2018-06-21 20:05:03,2018-07-05 12:00:00,2.5
251,4,23,251,santo andre,SP,fashion,145.69,32.34,other,2017-12-20 18:51:27,2017-12-26 15:24:45,2018-01-09 12:00:00,2.5
252,7,13,252,unknown,RJ,health,4099.99,64.09,other,2018-04-14 14:13:39,2018-05-05 13:32:43,2018-05-10 12:00:00,4.5
253,6,10,253,unknown,SP,health,417.9,120.96,credit card,2018-06-01 16:50:43,2018-06-19 18:24:49,2018-07-13 12:00:00,2.0
254,4,1,254,unknown,SP,fashion,120.38,42.85,credit card,2017-11-27 17:46:48,2017-12-12 13:07:22,2017-12-11 12:00:00,1.5
255,0,9,255,unknown,MG,toys,217.32,49.57,credit card,2018-02-08 20:01:54,2018-03-05 21:58:30,2018-04-05 12:00:00,1.5
256,3,7,256,unknown,MG,fashion,0.85,8.43,other,2018-01-25 00:00:06,2018-02-01 16:53:26,2018-02-22 12:00:00,1.0
257,7,3,257,unknown,MG,health,75.25,45.83,credit card,2017-04-10 10:46:18,2017-04-17 15:28:11,2017-05-04 12:00:00,1.5
258,6,6,258,unknown,SP,fashion,117.56,61.32,credit card,2017-11-27 13:33:35,2017-12-04 20:33:19,2017-12-14 12:00:00,1.0
259,12,13,259,sao paulo,SP,sports,125.46,37.68,credit card,2018-01-09 18:08:47,2018-01-17 13:14:33,2018-01-23 12:00:00,3.0
260,2,5,260,unknown,RS,sports,692.0,46.76,credit card,2017-11-04 09:29:36,2017-11-21 21:47:04,2017-12-05 12:00:00,4.0
261,1,8,261,rio de janeiro,RJ,toys,509.99,17.44,other,2018-02-13 23:13:50,2018-03-14 18:41:43,2018-03-07 12:00:00,3.0
262,2,19,262,rio de janeiro,RJ,toys,346.99,18.08,credit card,2018-06-03 11:03:37,2018-06-13 22:38:38,2018-07-25 12:00:00,5.0
263,14,1,263,unknown,SP,fashion,93.9,42.85,credit card,2017-11-06 11:49:07,2017-11-13 20:26:39,2017-11-27 12:00:00,1.0
264,4,16,264,rio de janeiro,RJ,health,89.21,38.66,other,2017-08-22 12:44:01,2017-09-01 22:40:08,2017-09-14 12:00:00,3.0
265,0,24,265,unknown,MG,health,406.05,47.94,credit card,2018-06-10 21:28:17,2018-06-14 16:34:53,2018-06-28 12:00:00,3.0
266,1,19,266,belo horizonte,MG,toys,849.5,35.19,other,2017-10-13 14:45:03,2017-10-25 20:22:10,2018-01-11 12:00:00,2.0
267,9,1,267,unknown,MG,health,109.82,29.05,other,2017-06-02 09:18:44,2017-06-19 13:36:32,2017-07-05 12:00:00,1.5
268,13,9,268,unknown,SP,toys,692.0,9.81,credit card,2017-03-21 11:03:03,2017-03-28 12:47:50,2017-04-07 12:00:00,3.5
269,5,7,269,duque de caxias,RJ,technology,517.65,25.28,credit card,2018-08-15 19:12:20,2018-08-24 17:04:23,2018-09-12 12:00:00,5.0
270,14,21,270,rio de janeiro,RJ,fashion,58.1,0.21,other,2018-01-08 16:02:04,2018-04-03 17:38:54,2018-03-19 12:00:00,1.0
271,2,0,271,porto alegre,RS,health,387.0,51.45,other,2017-06-05 12:41:50,2017-06-19 12:46:06,2017-07-07 12:00:00,5.0
272,0,11,272,unknown,SP,technology,2799.65,110.61,credit card,2017-06-18 09:58:41,2017-07-05 16:05:13,2017-07-11 12:00:00,3.0
273,3,1,273,sao paulo,SP,fashion,367.9,116.88,credit card,2018-03-28 18:02:49,2018-04-07 17:45:24,2018-04-11 12:00:00,3.5
274,8,10,274,maringa,PR,technology,314.8,66.81,credit card,2017-05-06 15:43:19,2017-05-15 08:45:45,2017-06-12 12:00:00,4.0
275,14,19,275,unknown,RJ,fashion,107.63,31.24,other,2018-02-06 13:31:29,2018-02-21 01:12:23,2018-03-12 12:00:00,4.5
276,6,14,276,rio de janeiro,RJ,fashion,56.89,28.61,credit card,2018-05-01 18:06:41,2018-05-14 23:40:58,2018-06-05 12:00:00,3.0
277,7,16,277,sao paulo,SP,health,206.0,5.59,other,2018-01-19 23:02:16,2018-01-26 13:22:57,2018-02-05 12:00:00,3.5
278,1,20,278,rio de janeiro,RJ,technology,104.4,32.88,other,2018-01-17 13:42:20,2018-02-03 12:27:30,2018-02-07 12:00:00,4.0
279,7,13,279,sao paulo,SP,fashion,155.4,92.03,credit card,2018-03-15 17:06:45,2018-03-26 15:29:08,2018-04-06 12:00:00,2.0
280,6,21,280,sao paulo,SP,technology,70.23,110.14,credit card,2017-03-23 11:07:12,2017-04-04 14:58:07,2017-04-13 12:00:00,1.0
281,14,9,281,sao paulo,SP,fashion,18.04,10.83,credit card,2018-05-10 22:19:03,2018-05-17 21:54:38,2018-06-06 12:00:00,1.0
282,8,2,282,guarulhos,SP,technology,487.99,20.51,credit card,2017-08-31 12:52:45,2017-09-08 16:17:50,2017-09-13 12:00:00,4.5
283,17,12,283,belo horizonte,MG,toys,29.87,9.23,credit card,2018-03-22 23:02:39,2018-04-11 19:22:42,2018-04-10 12:00:00,1.0
284,1,21,284,sao paulo,SP,sports,101.75,29.76,other,2018-07-24 15:47:52,2018-07-27 17:58:45,2018-08-01 12:00:00,2.0
285,3,17,285,unknown,SP,toys,95.17,36.16,credit card,2018-04-07 09:08:26,2018-04-12 20:58:39,2018-04-25 12:00:00,1.5
286,10,12,286,porto alegre,RS,fashion,679.0,14.55,other,2018-05-07 15:24:51,2018-05-18 22:46:49,2018-05-24 12:00:00,4.0
287,9,19,287,unknown,MG,fashion,26.18,72.64,credit card,2017-11-08 16:44:13,2017-11-17 20:11:45,2017-12-01 12:00:00,1.0
288,3,2,288,rio de janeiro,RJ,technology,692.0,57.3,credit card,2018-01-03 11:26:07,2018-01-08 15:29:10,2018-01-22 12:00:00,5.0
289,7,10,289,rio de janeiro,RJ,health,548.35,6.87,credit card,2018-04-05 23:18:21,2018-04-17 00:11:12,2018-05-15 12:00:00,5.0
290,2,1,290,unknown,RJ,health,150.82,54.04,other,2017-11-26 01:25:30,2018-01-06 14:08:09,2017-12-20 12:00:00,1.5
291,13,13,291,unknown,SP,sports,493.9,86.73,credit card,2018-03-03 15:04:01,2018-03-14 15:43:00,2018-03-21 12:00:00,3.5
292,6,15,292,unknown,SP,fashion,89.21,50.28,credit card,2018-06-07 13:58:13,2018-06-13 20:08:45,2018-07-03 12:00:00,1.0
293,3,24,293,sao paulo,SP,toys,46.2,15.0,credit card,2016-10-06 08:58:04,2016-11-08 13:08:37,2016-11-28 12:00:00,3.0
294,4,7,294,sao paulo,SP,fashion,27.64,33.9,credit card,2017-10-03 20:34:50,2017-10-08 16:19:37,2017-10-19 12:00:00,1.0
295,9,7,295,unknown,SP,sports,849.98,61.32,credit card,2017-12-22 12:13:55,2018-01-05 22:20:19,2018-01-12 12:00:00,2.0
296,1,9,296,sao paulo,SP,toys,116.11,32.34,credit card,2017-06-26 17:09:45,2017-06-28 12:13:57,2017-07-10 12:00:00,3.5
297,11,0,297,rio de janeiro,RJ,fashion,114.9,27.78,credit card,2017-08-09 21:42:31,2017-08-15 21:44:49,2017-08-22 12:00:00,4.5
298,6,21,298,sao paulo,SP,fashion,966.9,92.01,credit card,2018-06-03 07:38:50,2018-06-05 22:22:31,2018-07-11 12:00:00,3.0
299,3,0,299,unknown,MG,fashion,708.0,38.61,credit card,2017-05-29 22:07:26,2017-06-06 16:17:03,2017-06-28 12:00:00,3.5
300,3,13,300,curitiba,PR,fashion,150.82,27.56,credit card,2018-02-14 16:38:59,2018-03-05 15:08:33,2018-03-13 12:00:00,4.5
301,9,10,301,unknown,SP,health,112.33,30.66,credit card,2017-08-02 16:32:40,2017-08-08 14:42:55,2017-08-22 12:00:00,2.5
302,6,12,302,unknown,RS,health,40.8,48.1,credit card,2017-07-11 22:27:14,2017-07-31 17:26:45,2017-08-10 12:00:00,1.0
303,9,5,303,unknown,RJ,toys,159.77,145.31,credit card,2017-09-27 19:57:59,2017-10-06 21:03:45,2017-10-24 12:00:00,2.0
304,0,2,304,unknown,SP,technology,509.99,56.8,credit card,2018-08-04 20:42:36,2018-08-09 18:16:39,2018-08-16 12:00:00,3.0
305,4,20,305,niteroi,RJ,sports,69.0,38.19,credit card,2018-02-27 03:41:09,2018-03-23 19:52:31,2018-03-28 12:00:00,3.0
306,1,16,306,unknown,SP,toys,2399.0,4.09,credit card,2018-08-07 16:07:04,2018-08-16 18:58:47,2018-08-14 12:00:00,2.5
307,5,10,307,unknown,MG,toys,33.41,0.07,credit card,2018-05-01 20:34:04,2018-05-14 17:47:52,2018-05-28 12:00:00,3.0
308,0,3,308,unknown,SP,health,107.63,31.94,credit card,2018-02-28 17:33:26,2018-03-12 12:05:00,2018-03-21 12:00:00,2.0
309,13,5,309,sao paulo,SP,toys,419.9,20.9,credit card,2018-01-17 17:00:53,2018-02-02 17:19:16,2018-02-09 12:00:00,4.5
310,9,10,310,sao paulo,SP,health,749.99,2.63,credit card,2018-01-29 11:46:28,2018-02-04 13:18:23,2018-02-20 12:00:00,4.5
311,16,12,311,porto alegre,RS,sports,50.4,148.71,credit card,2018-08-15 10:59:22,2018-08-21 17:21:15,2018-08-29 12:00:00,1.0
312,5,3,312,unknown,SP,toys,154.0,134.17,other,2018-06-25 08:44:28,2018-07-02 19:26:55,2018-07-25 12:00:00,1.5
313,3,8,313,unknown,MG,toys,34.72,110.14,credit card,2017-02-28 18:47:03,2017-03-15 12:51:42,2017-03-22 12:00:00,1.0
314,0,8,314,rio de janeiro,RJ,health,495.95,59.31,credit card,2018-03-09 15:33:17,2018-04-06 20:48:47,2018-04-18 12:00:00,5.0
315,2,7,315,niteroi,RJ,sports,564.99,32.95,credit card,2018-02-20 16:04:30,2018-03-15 21:24:48,2018-03-21 12:00:00,5.0
316,9,12,316,guarulhos,SP,technology,31.95,1.43,other,2018-06-22 15:56:33,2018-07-11 14:26:34,2018-07-23 12:00:00,3.5
317,9,17,317,unknown,SP,technology,820.05,30.46,credit card,2018-06-19 16:16:10,2018-06-25 15:17:48,2018-07-13 12:00:00,3.0
318,0,3,318,juiz de fora,MG,fashion,509.99,38.66,credit card,2018-01-08 11:48:46,2018-01-18 20:08:45,2018-02-05 12:00:00,3.5
319,4,17,319,unknown,SP,health,188.8,31.47,credit card,2018-01-22 21:17:58,2018-01-29 12:58:46,2018-02-06 12:00:00,3.5
320,13,3,320,unknown,MG,technology,106.74,133.15,credit card,2018-05-11 16:15:55,2018-05-19 15:03:38,2018-06-11 12:00:00,1.0
321,5,16,321,sao paulo,SP,toys,94.68,34.33,credit card,2018-06-03 22:26:08,2018-06-08 20:54:18,2018-06-28 12:00:00,2.0
322,9,5,322,unknown,SP,toys,395.6,38.63,credit card,2018-04-28 13:36:47,2018-05-04 17:52:29,2018-05-15 12:00:00,3.0
323,13,4,323,sao paulo,SP,technology,127.77,20.51,credit card,2017-08-23 11:04:06,2017-08-24 17:48:34,2017-09-08 12:00:00,4.0
324,3,10,324,unknown,SP,technology,79.0,7.52,credit card,2018-05-11 16:10:14,2018-05-16 14:08:01,2018-05-24 12:00:00,3.5
325,8,10,325,sao paulo,SP,technology,820.0,32.34,credit card,2017-05-15 00:59:39,2017-05-18 12:33:34,2017-05-24 12:00:00,4.5
326,11,10,326,unknown,MG,fashion,87.99,47.55,other,2017-08-23 13:10:47,2017-09-04 17:16:02,2017-09-18 12:00:00,1.0
327,2,10,327,ponta grossa,PR,health,509.99,17.44,other,2017-06-14 13:40:50,2017-06-22 17:33:26,2017-07-07 12:00:00,3.5
328,8,5,328,unknown,SP,toys,34.96,20.9,other,2018-02-01 22:14:15,2018-02-09 02:42:37,2018-02-23 12:00:00,1.0
329,15,1,329,unknown,SP,sports,639.0,38.63,credit card,2018-03-18 20:26:08,2018-03-22 22:18:30,2018-03-29 12:00:00,2.0
330,15,8,330,belo horizonte,MG,sports,36.5,20.9,credit card,2017-11-21 08:09:01,2017-12-09 16:19:01,2017-12-08 12:00:00,1.0
331,11,10,331,unknown,PR,fashion,60.09,28.53,credit card,2018-01-04 10:54:39,2018-01-16 20:03:56,2018-02-07 12:00:00,1.0
332,9,5,332,unknown,SP,toys,509.99,92.95,credit card,2018-08-23 03:31:57,2018-08-27 23:58:39,2018-09-05 12:00:00,2.0
333,3,7,333,unknown,SP,technology,403.9,47.55,credit card,2017-11-15 20:55:55,2017-11-21 13:58:32,2017-12-11 12:00:00,3.5
334,12,7,334,unknown,MG,health,820.0,177.98,credit card,2018-05-17 00:24:13,2018-05-21 17:15:47,2018-06-06 12:00:00,2.5
335,13,8,335,unknown,MG,health,127.77,13.18,credit card,2018-06-04 22:46:18,2018-06-13 20:08:29,2018-07-16 12:00:00,2.0
336,1,1,336,sao paulo,SP,technology,7.59,79.43,credit card,2018-07-17 15:04:48,2018-07-19 15:56:37,2018-07-25 12:00:00,1.0
337,4,10,337,unknown,RJ,health,23.1,37.91,credit card,2017-10-18 15:53:47,2017-10-21 13:02:25,2017-11-07 12:00:00,1.0
338,11,7,338,sao bernardo do campo,SP,fashion,114.89,33.48,other,2017-11-22 15:18:47,2017-11-27 19:49:03,2017-12-05 12:00:00,1.5
339,13,5,339,unknown,SP,toys,128.99,86.98,credit card,2017-09-12 13:29:37,2017-09-20 17:14:11,2017-10-02 12:00:00,1.0
340,4,5,340,unknown,MG,sports,2899.0,31.8,other,2018-06-19 14:23:52,2018-06-28 16:24:35,2018-07-18 12:00:00,2.5
341,1,5,341,sao paulo,SP,sports,3.5,41.29,other,2018-07-06 18:17:25,2018-07-11 14:15:24,2018-07-19 12:00:00,1.0
342,1,10,342,nova iguacu,RJ,technology,294.9,6.87,credit card,2018-06-05 19:00:39,2018-06-08 17:36:49,2018-07-19 12:00:00,5.0
343,2,24,343,sao paulo,SP,toys,676.97,75.81,credit card,2017-12-23 05:12:58,2018-01-12 01:36:12,2018-01-17 12:00:00,5.0
344,0,1,344,unknown,MG,health,124.89,6.44,other,2017-03-10 17:33:50,2017-03-24 11:12:26,2017-04-05 12:00:00,3.0
345,0,18,345,sao paulo,SP,toys,142.14,5.93,other,2017-09-13 08:38:58,2017-09-20 14:34:44,2017-10-10 12:00:00,3.0
346,14,22,346,sao paulo,SP,fashion,122.3,92.58,credit card,2018-01-22 21:53:53,2018-02-10 19:08:53,2018-02-06 12:00:00,1.0
347,4,1,347,unknown,SP,technology,1122.0,75.07,credit card,2017-04-12 18:02:52,2017-04-20 12:36:55,2017-05-04 12:00:00,3.0
348,0,10,348,unknown,MG,technology,849.5,47.14,credit card,2018-08-03 08:40:58,2018-08-13 20:48:30,2018-08-27 12:00:00,2.5
349,1,19,349,unknown,SP,fashion,145.69,55.54,credit card,2017-01-23 13:31:26,2017-01-30 15:12:57,2017-02-28 12:00:00,2.0
350,4,1,350,unknown,SP,fashion,18.42,47.61,credit card,2017-12-02 21:08:30,2017-12-07 14:03:29,2017-12-27 12:00:00,1.0
351,0,0,351,rio de janeiro,RJ,toys,49.38,14.62,credit card,2017-10-29 12:41:22,2017-11-07 22:12:41,2017-11-24 12:00:00,4.5
352,9,17,352,unknown,MG,technology,239.8,76.73,credit card,2018-07-27 05:30:50,2018-08-08 16:08:33,2018-08-15 12:00:00,2.0
353,8,5,353,unknown,MG,technology,319.29,67.12,credit card,2017-02-14 23:38:33,2017-03-02 09:51:54,2017-03-17 12:00:00,3.0
354,4,11,354,unknown,RJ,technology,59.88,47.55,credit card,2017-06-02 12:37:27,2017-06-13 17:29:55,2017-06-27 12:00:00,3.0
355,1,8,355,unknown,SP,fashion,106.74,35.88,credit card,2018-08-12 12:57:32,2018-08-14 19:11:44,2018-08-20 12:00:00,1.0
356,1,4,356,unknown,RS,sports,150.82,65.05,credit card,2017-05-22 08:50:07,2017-06-02 14:56:09,2017-06-22 12:00:00,4.5
357,4,1,357,rio de janeiro,RJ,sports,31.9,8.78,credit card,2018-02-13 02:42:20,2018-02-26 19:38:54,2018-03-08 12:00:00,4.5
358,2,7,358,unknown,MG,health,52.82,29.68,other,2017-09-04 10:56:05,2017-09-14 17:46:57,2017-09-29 12:00:00,1.5
359,1,1,359,sao paulo,SP,fashion,28.82,58.63,other,2018-06-27 19:37:59,2018-07-04 17:48:46,2018-07-23 12:00:00,1.0
360,0,8,360,unknown,SP,sports,283.2,14.83,credit card,2018-03-02 08:46:17,2018-03-13 15:06:47,2018-03-23 12:00:00,3.0
361,4,16,361,unknown,SP,fashion,38.94,55.51,credit card,2018-03-07 13:05:03,2018-03-19 22:12:41,2018-03-23 12:00:00,1.0
362,1,11,362,sao bernardo do campo,SP,technology,134.57,17.38,credit card,2017-12-05 11:27:44,2017-12-14 16:38:01,2018-01-03 12:00:00,4.5
363,5,2,363,unknown,SP,technology,849.5,93.52,other,2017-10-10 11:34:06,2017-10-17 21:04:12,2017-11-09 12:00:00,1.0
364,2,24,364,unknown,PR,health,54.95,6.87,credit card,2018-03-13 10:15:51,2018-03-20 10:05:23,2018-04-05 12:00:00,4.0
365,0,4,365,sao paulo,SP,technology,153.75,34.33,credit card,2018-04-23 00:34:50,2018-04-24 21:44:36,2018-05-10 12:00:00,2.0
366,1,12,366,unknown,SP,health,118.89,37.07,credit card,2018-05-08 22:31:03,2018-05-15 16:58:29,2018-05-23 12:00:00,2.0
367,2,10,367,pelotas,RS,health,48.65,58.88,credit card,2017-10-12 16:01:54,2017-10-27 18:03:02,2017-11-22 12:00:00,1.0
368,11,16,368,unknown,SP,fashion,13.1,47.55,credit card,2018-03-13 11:05:38,2018-04-04 00:21:23,2018-03-29 12:00:00,1.5
369,8,6,369,unknown,SP,technology,548.0,83.6,credit card,2018-01-11 15:30:49,2018-01-17 18:42:41,2018-02-02 12:00:00,3.5
370,9,7,370,unknown,SP,fashion,49.38,40.98,credit card,2017-03-29 12:27:32,2017-04-05 14:00:14,2017-04-18 12:00:00,1.5
371,13,19,371,unknown,RJ,health,26.3,30.6,credit card,2018-07-24 15:07:29,2018-07-30 16:18:32,2018-08-14 12:00:00,1.0
372,4,7,372,sao paulo,SP,health,389.89,33.9,other,2017-06-06 14:01:29,2017-06-08 13:37:31,2017-06-20 12:00:00,3.5
373,12,5,373,unknown,PR,health,153.75,47.55,credit card,2018-02-16 11:15:10,2018-03-08 17:04:55,2018-03-15 12:00:00,2.0
374,1,21,374,duque de caxias,RJ,sports,2899.0,24.97,credit card,2017-11-25 18:26:39,2017-12-05 18:38:43,2017-12-19 12:00:00,5.0
