ID Cliente,TipoDeCliente,RubroEmpresa,Antiguedad,Edad,Genero,MesesTransaccionados,Encomiendas,Documentos,EncomiendasValor,DocumentosValor,MontoTotal,MesesUltimaTransaccion,ValorAdeudado,NivelDeServicio
299,Empresa,Servicios Financieros,46.0,,,51,17340,10047,65909340,32411622,98320962,8,0.0,86.59600247217469
300,Empresa,Retail,18.0,,,58,57420,0,439894620,0,439894620,12,0.0,79.89400370826203
301,Empresa,Retail,39.0,,,32,32544,0,89788896,0,89788896,11,0.0,81.5695033992402
302,Persona,,,71.0,Femenino,19,19,57,160094,255417,415511,5,0.0,91.62250154510919
303,Persona,,,34.0,Femenino,19,0,19,0,66310,66310,1,0.0,98.32450030902184
304,Persona,,,65.0,Masculino,3,6,3,44592,10569,55161,1,0.0,98.32450030902184
305,Persona,,,55.0,Masculino,6,0,6,0,12204,12204,2,0.0,96.64900061804367
306,Persona,,,29.0,Femenino,21,0,0,0,0,0,12,0.0,79.89400370826203
307,Empresa,Retail,33.0,,,53,55703,0,482053762,0,482053762,3,0.0,94.97350092706552
308,Persona,,,77.0,Femenino,4,4,0,9036,0,9036,3,0.0,94.97350092706552
309,Persona,,,18.0,Masculino,19,0,19,0,42712,42712,2,0.0,96.64900061804367
310,Persona,,,49.0,Femenino,9,9,18,64800,36504,101304,7,0.0,88.27150216315286
311,Persona,,,56.0,Femenino,9,18,9,91332,17784,109116,6,0.0,89.94700185413102
312,Empresa,Retail,25.0,,,37,36519,37,138772200,159544,138931744,4,0.0,93.29800123608734
313,Empresa,Educación,42.0,,,58,20648,12818,177572800,27943240,205516040,6,0.0,89.94700185413102
314,Persona,,,54.0,Masculino,22,44,0,188320,0,188320,2,0.0,96.64900061804367
315,Persona,,,36.0,Femenino,13,13,39,26286,115323,141609,4,0.0,93.29800123608734
316,Persona,,,69.0,Femenino,21,42,0,280098,0,280098,2,0.0,96.64900061804367
317,Persona,,,27.0,Femenino,5,0,5,0,19530,19530,1,0.0,98.32450030902184
318,Persona,,,27.0,Masculino,6,0,18,0,55458,55458,6,0.0,89.94700185413102
319,Persona,,,58.0,Masculino,22,22,66,62458,254298,316756,5,0.0,91.62250154510919
320,Persona,,,25.0,Femenino,6,0,0,0,0,0,3,0.0,94.97350092706552
321,Persona,,,66.0,Femenino,5,0,20,0,32280,32280,4,0.0,93.29800123608734
322,Persona,,,74.0,Masculino,4,0,8,0,27824,27824,3,0.0,94.97350092706552
323,Persona,,,53.0,Masculino,21,0,21,0,36099,36099,1,0.0,98.32450030902184
324,Persona,,,65.0,Masculino,4,4,0,24408,0,24408,3,0.0,94.97350092706552
325,Empresa,Retail,35.0,,,38,37088,0,125617056,0,125617056,11,0.0,81.5695033992402
326,Persona,,,72.0,Masculino,20,0,0,0,0,0,8,0.0,86.59600247217469
327,Persona,,,48.0,Masculino,6,6,6,15042,25596,40638,1,0.0,98.32450030902184
328,Empresa,Retail,28.0,,,32,31680,64,169583040,192896,169775936,7,0.0,88.27150216315286
329,Persona,,,25.0,Femenino,8,0,8,0,35496,35496,1,0.0,98.32450030902184
330,Empresa,Retail,24.0,,,24,24408,0,173199168,0,173199168,6,0.0,89.94700185413102
331,Empresa,Tecnología,7.0,,,28,9800,5096,19884200,14095536,33979736,1,7704104.067945655,98.32450030902184
332,Empresa,Retail,23.0,,,31,30938,31,187298652,75950,187374602,8,0.0,86.59600247217469
333,Persona,,,76.0,Femenino,16,16,32,73584,112608,186192,3,0.0,94.97350092706552
334,Persona,,,32.0,Femenino,5,10,15,43950,54345,98295,2,0.0,96.64900061804367
335,Persona,,,50.0,Masculino,10,30,10,119730,36260,155990,3,0.0,94.97350092706552
336,Persona,,,33.0,Femenino,7,14,7,109578,30135,139713,5,0.0,91.62250154510919
337,Persona,,,49.0,Masculino,6,12,0,99552,0,99552,5,0.0,91.62250154510919
338,Persona,,,20.0,Masculino,4,4,0,17392,0,17392,4,0.0,93.29800123608734
339,Persona,,,75.0,Masculino,18,0,54,0,210384,210384,7,0.0,88.27150216315286
340,Persona,,,63.0,Femenino,9,18,0,166986,0,166986,4,0.0,93.29800123608734
341,Persona,,,78.0,Masculino,9,9,9,19467,33264,52731,7,0.0,88.27150216315286
342,Persona,,,70.0,Masculino,13,13,0,53794,0,53794,5,0.0,91.62250154510919
343,Empresa,Retail,44.0,,,31,29264,31,145939568,99448,146039016,11,0.0,81.5695033992402
344,Empresa,Tecnología,14.0,,,18,6462,3402,45498942,13499136,58998078,6,0.0,89.94700185413102
345,Persona,,,19.0,Masculino,22,0,22,0,90904,90904,2,0.0,96.64900061804367
346,Empresa,Educación,21.0,,,29,10295,5626,75184385,16799236,91983621,10,0.0,83.24500309021836
347,Persona,,,51.0,Masculino,24,0,72,0,172872,172872,1,0.0,98.32450030902184
348,Persona,,,24.0,Masculino,22,44,88,154792,354904,509696,9,0.0,84.92050278119653
349,Persona,,,71.0,Masculino,21,21,42,56952,93450,150402,1,0.0,98.32450030902184
350,Persona,,,37.0,Femenino,6,0,12,0,29640,29640,4,0.0,93.29800123608734
351,Persona,,,59.0,Femenino,4,8,4,38864,13972,52836,3,0.0,94.97350092706552
352,Persona,,,34.0,Masculino,18,0,36,0,103284,103284,7,0.0,88.27150216315286
353,Empresa,Servicios Financieros,33.0,,,59,19352,13570,79401256,52380200,131781456,5,0.0,91.62250154510919
354,Persona,,,34.0,Femenino,12,12,12,61092,47196,108288,5,0.0,91.62250154510919
355,Persona,,,59.0,Femenino,21,0,0,0,0,0,7,0.0,88.27150216315286
356,Persona,,,52.0,Femenino,7,14,7,136388,12824,149212,3,0.0,94.97350092706552
357,Persona,,,44.0,Femenino,9,0,0,0,0,0,8,0.0,86.59600247217469
358,Empresa,Educación,32.0,,,22,7216,4224,20962480,13968768,34931248,9,0.0,84.92050278119653
359,Persona,,,49.0,Femenino,24,48,0,186528,0,186528,11,0.0,81.5695033992402
360,Persona,,,23.0,Masculino,10,20,10,78640,39440,118080,5,0.0,91.62250154510919
361,Persona,,,71.0,Femenino,22,22,0,190674,0,190674,5,0.0,91.62250154510919
362,Persona,,,40.0,Femenino,13,0,0,0,0,0,6,0.0,89.94700185413102
363,Persona,,,72.0,Masculino,8,16,0,111440,0,111440,2,0.0,96.64900061804367
364,Persona,,,63.0,Masculino,20,20,20,174500,43860,218360,11,0.0,81.5695033992402
365,Empresa,Manufactura,37.0,,,15,15435,15,80447220,59130,80506350,9,0.0,84.92050278119653
366,Persona,,,39.0,Masculino,14,14,14,39200,61418,100618,5,0.0,91.62250154510919
367,Persona,,,59.0,Femenino,15,30,30,76470,119340,195810,1,0.0,98.32450030902184
368,Persona,,,63.0,Masculino,4,0,20,0,67940,67940,2,0.0,96.64900061804367
369,Empresa,Educación,15.0,,,19,6213,3496,29170035,9746848,38916883,7,0.0,88.27150216315286
370,Persona,,,66.0,Masculino,18,18,18,154962,68364,223326,9,0.0,84.92050278119653
371,Persona,,,24.0,Masculino,4,0,0,0,0,0,3,0.0,94.97350092706552
372,Empresa,Servicios Financieros,45.0,,,54,19062,11340,55451358,35131320,90582678,6,0.0,89.94700185413102
373,Empresa,Retail,17.0,,,47,46389,47,393796221,92731,393888952,5,0.0,91.62250154510919
374,Persona,,,37.0,Masculino,3,9,0,63270,0,63270,1,0.0,98.32450030902184
375,Persona,,,40.0,Masculino,7,7,7,52171,27566,79737,6,0.0,89.94700185413102
376,Empresa,Manufactura,5.0,,,28,27468,28,91962864,50316,92013180,3,19104733.359922208,94.97350092706552
377,Persona,,,66.0,Masculino,4,8,0,25408,0,25408,4,0.0,93.29800123608734
378,Persona,,,38.0,Masculino,7,0,0,0,0,0,4,0.0,93.29800123608734
379,Persona,,,67.0,Masculino,19,38,57,288914,141018,429932,7,0.0,88.27150216315286
380,Persona,,,28.0,Masculino,1,0,1,0,2956,2956,1,0.0,98.32450030902184
381,Persona,,,78.0,Masculino,16,32,32,311072,96832,407904,4,0.0,93.29800123608734
382,Empresa,Manufactura,37.0,,,32,33120,0,180504000,0,180504000,2,0.0,96.64900061804367
383,Persona,,,73.0,Femenino,12,12,12,67860,28716,96576,6,0.0,89.94700185413102
384,Persona,,,78.0,Masculino,11,11,0,72446,0,72446,2,0.0,96.64900061804367
385,Persona,,,41.0,Femenino,4,0,4,0,6828,6828,4,0.0,93.29800123608734
386,Persona,,,65.0,Femenino,14,0,42,0,89418,89418,7,0.0,88.27150216315286
387,Persona,,,52.0,Masculino,22,22,22,73304,61226,134530,12,0.0,79.89400370826203
388,Persona,,,65.0,Masculino,19,0,0,0,0,0,3,0.0,94.97350092706552
389,Persona,,,34.0,Masculino,20,20,20,172060,89540,261600,7,0.0,88.27150216315286
390,Persona,,,33.0,Femenino,24,48,48,183984,135504,319488,9,0.0,84.92050278119653
391,Persona,,,25.0,Femenino,8,0,16,0,34512,34512,6,0.0,89.94700185413102
392,Persona,,,47.0,Femenino,23,0,69,0,279312,279312,12,0.0,79.89400370826203
393,Persona,,,69.0,Femenino,12,12,24,34332,67104,101436,12,0.0,79.89400370826203
394,Persona,,,35.0,Masculino,1,0,2,0,8410,8410,1,0.0,98.32450030902184
395,Persona,,,49.0,Masculino,7,0,0,0,0,0,4,0.0,93.29800123608734
396,Empresa,Tecnología,44.0,,,44,14916,9680,120372120,33192720,153564840,1,0.0,98.32450030902184
397,Persona,,,47.0,Masculino,23,0,23,0,96255,96255,6,0.0,89.94700185413102
398,Persona,,,22.0,Femenino,17,51,34,284325,65110,349435,9,0.0,84.92050278119653
399,Persona,,,61.0,Masculino,3,3,0,28395,0,28395,1,0.0,98.32450030902184
400,Persona,,,62.0,Masculino,11,0,0,0,0,0,1,0.0,98.32450030902184
401,Persona,,,49.0,Masculino,24,24,48,192120,203328,395448,4,0.0,93.29800123608734
402,Persona,,,20.0,Femenino,5,5,0,34920,0,34920,5,0.0,91.62250154510919
403,Empresa,Servicios Financieros,28.0,,,23,8211,5083,29756664,20703059,50459723,5,0.0,91.62250154510919
404,Persona,,,54.0,Masculino,1,1,0,5161,0,5161,1,0.0,98.32450030902184
405,Empresa,Retail,16.0,,,38,38076,0,153712812,0,153712812,3,0.0,94.97350092706552
406,Persona,,,21.0,Masculino,19,19,0,137427,0,137427,1,0.0,98.32450030902184
407,Empresa,Retail,10.0,,,55,55330,55,482532930,163955,482696885,12,91186467.45661968,79.89400370826203
408,Empresa,Educación,32.0,,,22,8668,4708,76954504,13187108,90141612,5,0.0,91.62250154510919
409,Persona,,,38.0,Femenino,13,0,0,0,0,0,6,0.0,89.94700185413102
410,Persona,,,24.0,Masculino,11,0,22,0,42218,42218,2,0.0,96.64900061804367
411,Persona,,,43.0,Masculino,7,7,0,56406,0,56406,4,0.0,93.29800123608734
412,Persona,,,64.0,Masculino,15,15,45,45915,125865,171780,7,0.0,88.27150216315286
413,Persona,,,35.0,Femenino,14,14,0,123928,0,123928,6,0.0,89.94700185413102
414,Persona,,,71.0,Masculino,4,0,0,0,0,0,3,0.0,94.97350092706552
415,Persona,,,66.0,Femenino,12,12,0,47196,0,47196,12,0.0,79.89400370826203
416,Persona,,,78.0,Femenino,11,11,11,84689,24310,108999,9,0.0,84.92050278119653
417,Persona,,,78.0,Masculino,22,0,0,0,0,0,3,0.0,94.97350092706552
418,Persona,,,21.0,Masculino,4,0,8,0,30320,30320,2,0.0,96.64900061804367
419,Persona,,,64.0,Femenino,12,0,0,0,0,0,6,0.0,89.94700185413102
420,Empresa,Retail,32.0,,,58,57536,116,559882816,432796,560315612,1,0.0,98.32450030902184
421,Persona,,,65.0,Masculino,15,30,15,82740,44100,126840,6,0.0,89.94700185413102
422,Empresa,Educación,38.0,,,28,11200,5124,58598400,12118260,70716660,12,0.0,79.89400370826203
423,Empresa,Retail,10.0,,,30,28110,0,256166430,0,256166430,6,70952978.29471682,89.94700185413102
424,Persona,,,27.0,Femenino,6,0,12,0,36036,36036,3,0.0,94.97350092706552
425,Persona,,,45.0,Masculino,13,13,26,71110,47710,118820,3,0.0,94.97350092706552
426,Persona,,,29.0,Masculino,12,0,0,0,0,0,5,0.0,91.62250154510919
427,Persona,,,42.0,Femenino,21,42,21,410718,53277,463995,10,0.0,83.24500309021836
428,Persona,,,57.0,Masculino,10,20,0,46080,0,46080,4,0.0,93.29800123608734
429,Empresa,Retail,12.0,,,54,52650,0,377763750,0,377763750,6,0.0,89.94700185413102
430,Persona,,,25.0,Femenino,8,0,8,0,22664,22664,3,0.0,94.97350092706552
431,Persona,,,36.0,Masculino,12,0,0,0,0,0,5,0.0,91.62250154510919
432,Persona,,,25.0,Masculino,17,0,0,0,0,0,7,0.0,88.27150216315286
433,Empresa,Retail,17.0,,,12,12228,12,104292612,25980,104318592,9,0.0,84.92050278119653
434,Empresa,Retail,46.0,,,36,35748,72,95232672,293904,95526576,10,0.0,83.24500309021836
435,Persona,,,30.0,Masculino,8,8,24,57800,100056,157856,7,0.0,88.27150216315286
436,Persona,,,79.0,Masculino,13,13,13,96330,57395,153725,5,0.0,91.62250154510919
437,Persona,,,68.0,Femenino,9,9,0,87633,0,87633,6,0.0,89.94700185413102
438,Persona,,,23.0,Femenino,12,12,12,29004,38520,67524,2,0.0,96.64900061804367
439,Empresa,Manufactura,6.0,,,45,45765,0,266077710,0,266077710,9,35420108.8024078,84.92050278119653
440,Persona,,,36.0,Masculino,22,22,44,122848,88924,211772,1,0.0,98.32450030902184
441,Persona,,,74.0,Femenino,10,20,0,124200,0,124200,9,0.0,84.92050278119653
442,Empresa,Retail,44.0,,,26,25350,0,163862400,0,163862400,5,0.0,91.62250154510919
443,Persona,,,41.0,Femenino,17,0,17,0,57018,57018,9,0.0,84.92050278119653
444,Persona,,,35.0,Femenino,24,24,48,162888,91344,254232,7,0.0,88.27150216315286
445,Persona,,,21.0,Masculino,14,28,14,220192,21532,241724,1,0.0,98.32450030902184
446,Persona,,,31.0,Masculino,11,0,11,0,19349,19349,10,0.0,83.24500309021836
447,Persona,,,73.0,Masculino,1,0,3,0,7077,7077,1,0.0,98.32450030902184
448,Persona,,,31.0,Femenino,21,21,0,67473,0,67473,8,0.0,86.59600247217469
449,Persona,,,56.0,Femenino,5,5,20,33425,30480,63905,4,0.0,93.29800123608734
450,Persona,,,35.0,Femenino,8,0,8,0,34648,34648,2,0.0,96.64900061804367
451,Persona,,,76.0,Masculino,11,11,0,75042,0,75042,7,0.0,88.27150216315286
452,Persona,,,37.0,Masculino,22,22,44,103048,92048,195096,4,0.0,93.29800123608734
453,Persona,,,21.0,Femenino,9,0,0,0,0,0,3,0.0,94.97350092706552
454,Empresa,Retail,4.0,,,60,60120,60,206572320,168960,206741280,12,51400896.27138405,79.89400370826203
455,Persona,,,57.0,Masculino,12,12,0,111936,0,111936,11,0.0,81.5695033992402
456,Persona,,,21.0,Masculino,13,39,13,365781,21827,387608,4,0.0,93.29800123608734
457,Persona,,,46.0,Femenino,20,0,0,0,0,0,1,0.0,98.32450030902184
458,Persona,,,18.0,Femenino,12,12,24,60600,70968,131568,9,0.0,84.92050278119653
459,Empresa,Retail,19.0,,,55,54230,55,117733330,215325,117948655,4,0.0,93.29800123608734
460,Persona,,,45.0,Femenino,8,8,8,44680,13272,57952,6,0.0,89.94700185413102
461,Persona,,,69.0,Femenino,6,6,0,36456,0,36456,2,0.0,96.64900061804367
462,Empresa,Manufactura,47.0,,,50,49300,0,292644800,0,292644800,12,0.0,79.89400370826203
463,Empresa,Tecnología,16.0,,,23,8602,4140,80876004,11956320,92832324,5,0.0,91.62250154510919
464,Persona,,,45.0,Masculino,18,18,18,132318,27864,160182,3,0.0,94.97350092706552
465,Empresa,Retail,31.0,,,50,49150,0,391578050,0,391578050,6,0.0,89.94700185413102
466,Empresa,Retail,28.0,,,40,40000,0,166040000,0,166040000,11,0.0,81.5695033992402
467,Empresa,Servicios Financieros,6.0,,,19,6992,3876,38546896,11930328,50477224,2,5656846.201061594,96.64900061804367
468,Persona,,,47.0,Femenino,19,19,0,43567,0,43567,2,0.0,96.64900061804367
469,Empresa,Retail,16.0,,,57,57969,0,418536180,0,418536180,4,0.0,93.29800123608734
470,Persona,,,48.0,Femenino,16,48,16,375552,49664,425216,2,0.0,96.64900061804367
471,Persona,,,46.0,Masculino,12,12,12,54204,30780,84984,4,0.0,93.29800123608734
472,Persona,,,44.0,Masculino,1,1,1,5571,4125,9696,1,0.0,98.32450030902184
473,Persona,,,48.0,Femenino,11,22,0,170830,0,170830,9,0.0,84.92050278119653
474,Persona,,,55.0,Masculino,1,3,3,25839,11316,37155,1,0.0,98.32450030902184
475,Persona,,,27.0,Femenino,18,36,0,145224,0,145224,9,0.0,84.92050278119653
476,Persona,,,75.0,Masculino,2,4,0,14672,0,14672,1,0.0,98.32450030902184
477,Persona,,,22.0,Masculino,7,0,0,0,0,0,3,0.0,94.97350092706552
478,Persona,,,39.0,Masculino,18,0,36,0,112680,112680,3,0.0,94.97350092706552
479,Persona,,,29.0,Masculino,6,6,18,25644,49572,75216,5,0.0,91.62250154510919
480,Empresa,Tecnología,4.0,,,14,5054,3178,40073166,6565748,46638914,8,3452082.5231313366,86.59600247217469
481,Persona,,,54.0,Femenino,21,21,0,184863,0,184863,7,0.0,88.27150216315286
482,Persona,,,44.0,Femenino,4,4,4,16160,7628,23788,2,0.0,96.64900061804367
483,Persona,,,64.0,Femenino,10,30,0,68010,0,68010,10,0.0,83.24500309021836
484,Persona,,,60.0,Femenino,5,10,5,63680,11810,75490,5,0.0,91.62250154510919
485,Persona,,,48.0,Masculino,2,0,6,0,18186,18186,2,0.0,96.64900061804367
486,Empresa,Retail,44.0,,,37,34040,37,285085000,153550,285238550,5,0.0,91.62250154510919
487,Persona,,,75.0,Femenino,5,10,5,29270,8045,37315,5,0.0,91.62250154510919
488,Persona,,,21.0,Masculino,2,4,2,21056,5666,26722,2,0.0,96.64900061804367
489,Persona,,,75.0,Masculino,17,0,17,0,39763,39763,8,0.0,86.59600247217469
490,Persona,,,24.0,Femenino,4,8,4,29128,12160,41288,1,0.0,98.32450030902184
491,Persona,,,51.0,Femenino,23,46,69,242788,130548,373336,1,0.0,98.32450030902184
492,Persona,,,71.0,Femenino,5,10,0,71450,0,71450,5,0.0,91.62250154510919
493,Persona,,,26.0,Femenino,21,0,0,0,0,0,10,0.0,83.24500309021836
494,Persona,,,44.0,Femenino,20,20,20,77740,82860,160600,9,0.0,84.92050278119653
495,Persona,,,72.0,Masculino,6,0,6,0,26970,26970,6,0.0,89.94700185413102
496,Persona,,,39.0,Femenino,13,26,0,188630,0,188630,9,0.0,84.92050278119653
497,Persona,,,57.0,Masculino,3,3,0,18624,0,18624,2,0.0,96.64900061804367
498,Empresa,Manufactura,35.0,,,16,15840,48,51559200,137280,51696480,2,0.0,96.64900061804367
499,Empresa,Manufactura,42.0,,,21,20076,42,177210852,173754,177384606,7,0.0,88.27150216315286
500,Persona,,,30.0,Femenino,9,18,9,171576,15660,187236,4,0.0,93.29800123608734
501,Persona,,,47.0,Masculino,20,20,20,65820,47320,113140,6,0.0,89.94700185413102
502,Persona,,,36.0,Femenino,2,0,2,0,3050,3050,2,0.0,96.64900061804367
503,Persona,,,40.0,Femenino,22,44,22,389708,48378,438086,11,0.0,81.5695033992402
504,Persona,,,59.0,Masculino,24,72,48,316080,179904,495984,10,0.0,83.24500309021836
505,Persona,,,54.0,Masculino,19,19,19,44612,47576,92188,6,0.0,89.94700185413102
506,Persona,,,79.0,Femenino,19,0,19,0,81586,81586,5,0.0,91.62250154510919
507,Persona,,,72.0,Femenino,23,23,0,158217,0,158217,12,0.0,79.89400370826203
508,Persona,,,75.0,Femenino,13,26,13,202150,29185,231335,6,0.0,89.94700185413102
509,Persona,,,20.0,Masculino,8,8,24,30224,102576,132800,6,0.0,89.94700185413102
510,Persona,,,54.0,Masculino,16,16,32,154224,132640,286864,5,0.0,91.62250154510919
511,Persona,,,20.0,Femenino,23,69,46,481482,173788,655270,8,0.0,86.59600247217469
512,Empresa,Retail,32.0,,,27,26892,27,127710108,49356,127759464,6,0.0,89.94700185413102
513,Persona,,,40.0,Femenino,2,0,4,0,17332,17332,1,0.0,98.32450030902184
514,Persona,,,20.0,Masculino,9,0,9,0,22086,22086,4,0.0,93.29800123608734
515,Persona,,,44.0,Femenino,11,44,0,378752,0,378752,1,0.0,98.32450030902184
516,Persona,,,73.0,Femenino,6,6,6,48438,16428,64866,6,0.0,89.94700185413102
517,Persona,,,53.0,Masculino,6,6,24,38148,87432,125580,6,0.0,89.94700185413102
518,Persona,,,41.0,Femenino,7,7,0,68166,0,68166,1,0.0,98.32450030902184
519,Empresa,Retail,15.0,,,45,41850,90,139151250,222660,139373910,2,0.0,96.64900061804367
520,Persona,,,39.0,Femenino,17,0,0,0,0,0,1,0.0,98.32450030902184
521,Persona,,,37.0,Femenino,24,24,0,103224,0,103224,5,0.0,91.62250154510919
522,Persona,,,71.0,Masculino,7,7,7,17395,31290,48685,4,0.0,93.29800123608734
523,Persona,,,53.0,Femenino,8,8,0,72968,0,72968,8,0.0,86.59600247217469
524,Empresa,Retail,10.0,,,43,42398,0,368650610,0,368650610,7,93974418.70518492,88.27150216315286
525,Persona,,,71.0,Femenino,16,16,48,84384,77904,162288,7,0.0,88.27150216315286
526,Persona,,,34.0,Femenino,24,24,48,234120,122880,357000,1,0.0,98.32450030902184
527,Persona,,,34.0,Masculino,12,36,12,107820,42840,150660,2,0.0,96.64900061804367
528,Persona,,,69.0,Masculino,7,0,7,0,20111,20111,6,0.0,89.94700185413102
529,Persona,,,41.0,Femenino,7,0,7,0,23639,23639,4,0.0,93.29800123608734
530,Persona,,,77.0,Femenino,15,45,15,359640,62640,422280,6,0.0,89.94700185413102
531,Persona,,,38.0,Femenino,3,0,3,0,6435,6435,3,0.0,94.97350092706552
532,Persona,,,39.0,Masculino,11,0,11,0,26279,26279,6,0.0,89.94700185413102
533,Persona,,,55.0,Femenino,13,13,0,93821,0,93821,4,0.0,93.29800123608734
534,Persona,,,42.0,Femenino,14,0,14,0,58968,58968,11,0.0,81.5695033992402
535,Persona,,,46.0,Femenino,16,0,48,0,212976,212976,1,0.0,98.32450030902184
536,Empresa,Retail,15.0,,,38,38570,0,109693080,0,109693080,6,0.0,89.94700185413102
537,Persona,,,56.0,Masculino,19,0,38,0,170202,170202,5,0.0,91.62250154510919
538,Persona,,,68.0,Femenino,5,15,5,79980,17605,97585,1,0.0,98.32450030902184
539,Empresa,Servicios Financieros,41.0,,,19,6175,3781,46479225,10798536,57277761,4,0.0,93.29800123608734
540,Persona,,,28.0,Masculino,2,0,2,0,4624,4624,2,0.0,96.64900061804367
541,Persona,,,29.0,Femenino,1,1,2,3880,6864,10744,1,0.0,98.32450030902184
542,Persona,,,60.0,Femenino,11,22,0,100034,0,100034,10,0.0,83.24500309021836
543,Persona,,,53.0,Masculino,16,32,0,109120,0,109120,5,0.0,91.62250154510919
544,Persona,,,37.0,Masculino,3,3,9,6198,38277,44475,1,0.0,98.32450030902184
545,Persona,,,76.0,Masculino,22,22,0,174284,0,174284,12,0.0,79.89400370826203
546,Empresa,Retail,48.0,,,54,53406,0,323800578,0,323800578,10,0.0,83.24500309021836
547,Persona,,,69.0,Masculino,6,24,0,68184,0,68184,3,0.0,94.97350092706552
548,Empresa,Retail,28.0,,,47,44697,94,413938917,238854,414177771,11,0.0,81.5695033992402
549,Persona,,,50.0,Femenino,12,24,0,55104,0,55104,10,0.0,83.24500309021836
550,Persona,,,37.0,Femenino,22,22,0,106282,0,106282,7,0.0,88.27150216315286
551,Persona,,,23.0,Femenino,21,0,0,0,0,0,1,0.0,98.32450030902184
552,Persona,,,71.0,Femenino,24,72,0,249984,0,249984,4,0.0,93.29800123608734
553,Persona,,,58.0,Femenino,20,0,0,0,0,0,8,0.0,86.59600247217469
554,Persona,,,70.0,Femenino,1,0,0,0,0,0,1,0.0,98.32450030902184
555,Empresa,Retail,45.0,,,34,34442,34,210165084,94554,210259638,8,0.0,86.59600247217469
556,Persona,,,37.0,Femenino,12,0,24,0,103992,103992,10,0.0,83.24500309021836
557,Persona,,,59.0,Masculino,4,0,0,0,0,0,3,0.0,94.97350092706552
558,Empresa,Retail,43.0,,,34,32402,0,101191446,0,101191446,4,0.0,93.29800123608734
559,Persona,,,36.0,Masculino,20,20,0,128440,0,128440,8,0.0,86.59600247217469
560,Persona,,,41.0,Masculino,17,17,0,139077,0,139077,11,0.0,81.5695033992402
561,Persona,,,76.0,Masculino,11,0,11,0,34837,34837,3,0.0,94.97350092706552
562,Persona,,,59.0,Masculino,13,13,0,59969,0,59969,12,0.0,79.89400370826203
563,Persona,,,65.0,Femenino,20,0,0,0,0,0,8,0.0,86.59600247217469
564,Persona,,,18.0,Femenino,6,0,24,0,77760,77760,2,0.0,96.64900061804367
565,Persona,,,67.0,Femenino,17,0,17,0,70261,70261,3,0.0,94.97350092706552
566,Persona,,,72.0,Femenino,19,19,0,40907,0,40907,9,0.0,84.92050278119653
567,Empresa,Retail,10.0,,,35,37170,0,209415780,0,209415780,1,22716470.457192775,98.32450030902184
568,Persona,,,23.0,Masculino,5,0,5,0,8330,8330,3,0.0,94.97350092706552
569,Persona,,,23.0,Femenino,16,16,32,107280,67840,175120,8,0.0,86.59600247217469
570,Persona,,,31.0,Femenino,23,0,0,0,0,0,4,0.0,93.29800123608734
571,Persona,,,78.0,Femenino,20,0,0,0,0,0,10,0.0,83.24500309021836
572,Persona,,,54.0,Femenino,11,0,11,0,22605,22605,1,0.0,98.32450030902184
573,Persona,,,31.0,Femenino,14,0,28,0,119084,119084,2,0.0,96.64900061804367
574,Persona,,,39.0,Femenino,2,4,0,29648,0,29648,1,0.0,98.32450030902184
